Local time in Surabaya,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2024 22:00,26,757.3,757.6,0.9,92,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,Altostratus opacus or Nimbostratus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",9,24.6,,,,,,
01.03.2024 19:00,26.4,756.4,756.7,1.7,92,Wind blowing from the west,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Thunderstorm(s) with or without precipitation.,Rain.,,34.6,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,Altostratus opacus or Nimbostratus.,,9,25,8,6,,,,
01.03.2024 16:00,31.8,754.7,755,-0.8,74,Wind blowing from the north,4,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altocumulus cumulogenitus (or cumulonimbogenitus).,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",11,26.5,,,,,,
01.03.2024 13:00,33.7,755.5,755.8,-1.9,61,Wind blowing from the west-northwest,6,,,60%., ,,,,,"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.",60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,25.3,,,,,,
01.03.2024 10:00,32.3,757.4,757.7,0.8,69,Wind blowing from the west-northwest,4,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,25.8,,,,,,
01.03.2024 07:00,27.2,756.6,756.9,0.3,89,"Calm, no wind",0,,,60%., ,,,26.4,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.3,,,,,,
01.03.2024 04:00,27,756.3,756.6,-0.3,91,"Calm, no wind",0,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,25.4,,,,,,
01.03.2024 01:00,27.6,756.6,756.9,-1,88,"Calm, no wind",0,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,25.5,,,,,,
29.02.2024 22:00,28.5,757.6,757.9,1.5,85,"Calm, no wind",0,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.7,,,,,,
29.02.2024 19:00,29.6,756.1,756.4,1.5,79,"Calm, no wind",0,,,50%., ,,,,32.4,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,25.6,,,,,,
29.02.2024 16:00,30.9,754.6,755,-1.2,77,Wind blowing from the west-northwest,2,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,26.5,,,,,,
29.02.2024 13:00,29.8,755.8,756.1,-1.5,80,Wind blowing from the east-northeast,2,,,"90  or more, but not 100%","Precipitation within sight, not reaching the ground or the surface of the sea. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.9,,,,,,
29.02.2024 10:00,31.1,757.3,757.6,0.5,72,Wind blowing from the east-northeast,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.5,,,,,,
29.02.2024 07:00,27.4,756.8,757.1,0.9,93,"Calm, no wind",0,,,60%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,25.4,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,26.1,73,24,,,,
29.02.2024 04:00,26,755.9,756.3,-0.5,97,"Calm, no wind",0,,,100%.,State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,Altostratus opacus or Nimbostratus.,,8,25.5,27,3,,,,
29.02.2024 01:00,26.4,756.4,756.7,-0.6,95,"Calm, no wind",0,,,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ",Thunderstorm(s) with or without precipitation.,Rain.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,Altostratus opacus or Nimbostratus.,,6,25.6,43,6,,,,
28.02.2024 22:00,28.6,757,757.3,1,89,"Calm, no wind",0,,,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.7,1,3,,,,
28.02.2024 19:00,29.8,756,756.3,1.3,76,Wind blowing from the south-east,2,,,70 – 80%., ,,,,33.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.2,0.9,6,,,,
28.02.2024 16:00,31,754.7,755,-1,77,Wind blowing from the west-northwest,2,,,100%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus opacus or Nimbostratus.,,9,26.5,0.9,3,,,,
28.02.2024 13:00,29.8,755.7,756.1,-0.9,74,Wind blowing from the west-southwest,4,,,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ",Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,24.7,2,6,,,,
28.02.2024 10:00,31.9,756.6,757,0.3,70,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.8,,,,,,
28.02.2024 07:00,28.4,756.3,756.7,0.9,81,Wind blowing from the east,2,,,70 – 80%., ,,,25.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%.,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,24.9,,,,,,
28.02.2024 04:00,27.4,755.4,755.7,-0.7,87,Wind blowing from the south-west,1,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25,,,,,,
28.02.2024 01:00,28,756.1,756.4,-0.8,84,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25,,,,,,
27.02.2024 22:00,27.8,756.9,757.2,1,81,"Calm, no wind",0,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.3,,,,,,
27.02.2024 19:00,29.6,755.9,756.3,1.3,82,Wind blowing from the north-northwest,3,,,70 – 80%.,"Lightning visible, no thunder heard. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,34.2,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.1,,,,,,
27.02.2024 16:00,29.8,754.6,754.9,-0.4,78,Wind blowing from the west-northwest,2,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.5,,,,,,
27.02.2024 13:00,33.6,755,755.3,-2,58,Wind blowing from the west-northwest,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,24.2,,,,,,
27.02.2024 10:00,31.6,757,757.3,0.1,71,Wind blowing from the west-northwest,4,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11,25.7,,,,,,
27.02.2024 07:00,25.8,756.9,757.2,0.5,93,"Calm, no wind",0,,,60%., ,,,25.2,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,24.6,3,24,,,,
27.02.2024 04:00,25.8,756.4,756.7,-0.6,91,Wind blowing from the south,1,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.3,,,,,,
27.02.2024 01:00,26,757,757.4,-1.2,90,"Calm, no wind",0,,,70 – 80%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.2,2,6,,,,
26.02.2024 22:00,26,758.2,758.6,0.8,91,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altostratus opacus or Nimbostratus.,,7,24.5,2,3,,,,
26.02.2024 19:00,26.6,757.4,757.7,1.3,86,"Calm, no wind",0,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Thunderstorm(s) with or without precipitation.,Rain.,,33.6,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,Altostratus opacus or Nimbostratus.,,8,24,2,6,,,,
26.02.2024 16:00,30.4,756.1,756.4,-0.4,77,Wind blowing from the north-west,4,,,100%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ",Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,300-600,Altostratus opacus or Nimbostratus.,,8,25.9,Trace of precipitation,3,,,,
26.02.2024 13:00,33.4,756.5,756.7,-1.8,62,Wind blowing from the west-northwest,2,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,25.1,,,,,,
26.02.2024 10:00,32.2,758.3,758.7,0.2,65,Wind blowing from the west-northwest,3,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11,24.7,,,,,,
26.02.2024 07:00,27,758.1,758.5,0.8,85,"Calm, no wind",0,,,20–30%., ,,,25,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9,24.3,0.6,24,,,,
26.02.2024 04:00,25.6,757.3,757.6,-0.3,93,"Calm, no wind",0,,,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8,24.4,0.4,3,,,,
26.02.2024 01:00,25.8,757.6,757.9,-1.3,86,Wind blowing from the west-northwest,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus cumulogenitus.,50%.,600-1000,Altostratus opacus or Nimbostratus.,,8,23.3,0.2,6,,,,
25.02.2024 22:00,26.2,758.9,759.2,1,84,"Calm, no wind",0,,,100%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,Altostratus opacus or Nimbostratus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8,23.2,,,,,,
25.02.2024 19:00,28.4,757.9,758.2,1.8,80,Wind blowing from the north-west,2,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,33.4,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",60%.,300-600,Altostratus translucidus.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",9,24.6,,,,,,
25.02.2024 16:00,30,756.1,756.4,-0.6,73,Wind blowing from the west-northwest,3,,,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus calvus, with or without Cumulus, Stratocumulus or Stratus.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.6,,,,,,
25.02.2024 13:00,30.8,756.7,757,-1.3,71,Wind blowing from the north-west,6,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.9,,,,,,
25.02.2024 10:00,32,758,758.3,0.3,70,Wind blowing from the north-west,3,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.9,,,,,,
25.02.2024 07:00,27.2,757.7,758,1.6,87,Wind blowing from the south-west,1,,,60%., ,,,26,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.8,,,,,,
25.02.2024 04:00,28,756.1,756.4,-1.5,84,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,25,,,,,,
25.02.2024 01:00,28.3,757.6,757.8,-0.7,82,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,24.9,,,,,,
24.02.2024 22:00,28.6,758.3,758.7,1.2,79,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,24.5,,,,,,
24.02.2024 19:00,29,757.1,757.4,1.3,80,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,33,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",7,25.2,,,,,,
24.02.2024 16:00,29.8,755.8,756.1,-0.7,81,Wind blowing from the west-northwest,2,,,"90  or more, but not 100%", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",50%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.1,,,,,,
24.02.2024 13:00,31.8,756.5,756.9,-1.7,70,Wind blowing from the north-west,5,,,100%.,"Precipitation within sight, not reaching the ground or the surface of the sea. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,Altostratus opacus or Nimbostratus.,,8,25.7,,,,,,
24.02.2024 10:00,31,758.2,758.5,0.4,72,Wind blowing from the west-northwest,3,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,300-600,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.4,,,,,,
24.02.2024 07:00,27.6,757.8,758.1,0.5,93,Wind blowing from the west-northwest,1,,,100%.,Thunderstorm (with or without precipitation). ,Thunderstorm(s) with or without precipitation.,Rain.,26.8,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,Altostratus opacus or Nimbostratus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.3,Trace of precipitation,24,,,,
24.02.2024 04:00,27.5,757.3,757.6,0,93,"Calm, no wind",0,,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.3,,,,,,
24.02.2024 01:00,28.4,757.3,757.6,-1.3,88,"Calm, no wind",0,,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 – 80%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,26.3,,,,,,
23.02.2024 22:00,28.7,758.6,758.9,1,86,"Calm, no wind",0,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,26.2,,,,,,
23.02.2024 19:00,29.2,757.6,757.9,1.6,82,Wind blowing from the north-west,3,,,100%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,32,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%.,"2500 or more, or no clouds.",Altostratus opacus or Nimbostratus.,,8,25.9,Trace of precipitation,6,,,,
23.02.2024 16:00,30.4,756,756.3,-1.2,78,Wind blowing from the north-west,7,,,"90  or more, but not 100%",State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.",Altostratus opacus or Nimbostratus.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,26.2,Trace of precipitation,3,,,,
23.02.2024 13:00,30.2,757.2,757.5,-1.3,81,Wind blowing from the north-west,3,,,100%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,300-600,Altostratus opacus or Nimbostratus.,,9,26.5,,,,,,
23.02.2024 10:00,32,758.5,758.8,0.3,72,Wind blowing from the west-northwest,3,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,26.3,,,,,,
23.02.2024 07:00,27.8,758.2,758.5,1,89,"Calm, no wind",0,,,100%., ,,,26.4,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus opacus or Nimbostratus.,,10,25.9,7,24,,,,
23.02.2024 04:00,27.6,757.2,757.5,0.5,84,"Calm, no wind",0,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,24.6,,,,,,
23.02.2024 01:00,28.8,756.7,757,-1.2,81,"Calm, no wind",0,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,25.3,1,6,,,,
22.02.2024 22:00,29.6,757.9,758.2,1.3,83,Wind blowing from the west-northwest,3,,,60%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8,26.4,1,3,,,,
22.02.2024 19:00,27.8,756.6,757,1.5,87,Wind blowing from the west-northwest,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,35,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus opacus or Nimbostratus.,,6,25.4,7,6,,,,
22.02.2024 16:00,33.4,755.1,755.5,-1.3,64,Wind blowing from the north-west,7,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,25.7,,,,,,
22.02.2024 13:00,34.4,756.4,756.7,-1.6,58,Wind blowing from the west-northwest,4,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,25.1,,,,,,
22.02.2024 10:00,31.3,758,758.4,-0.4,75,Wind blowing from the west-northwest,4,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12,26.4,,,,,,
22.02.2024 07:00,26.6,758.4,758.8,1.4,89,Wind blowing from the west-northwest,3,,,70 – 80%., ,,,25.4,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10,24.7,24,24,,,,
22.02.2024 04:00,26,757,757.3,-0.6,92,"Calm, no wind",0,,,60%., ,,,,,Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8,24.6,,,,,,
22.02.2024 01:00,26.6,757.6,757.9,-0.9,89,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",8,24.7,,,,,,
